Restaurant;Location;Cuisines;Average_Cost;Minimum_Order;Rating;Votes;Reviews;Delivery_Time
ID_1580;Sector 14, Noida;North Indian, Mughlai;200;0;4.1;564;223;30 minutes
ID_6129;Tejas Nagar Colony, Wadala West, Mumbai;Chinese, North Indian, Mughlai;150;50;-;-;-;30 minutes
ID_1338;Sector 3, Marathalli;Bakery, Desserts;200;99;3.6;26;8;45 minutes
ID_6596;Chatta Bazaar, Malakpet, Hyderabad;Ice Cream;150;50;3.5;40;4;30 minutes
ID_33;Delhi High Court, India Gate;Continental, North Indian, Italian, Asian;2,05;50;3.9;671;357;30 minutes
ID_1062;D-Block, Sector 63, Noida;Burger, Beverages;150;50;-;-;-;30 minutes
ID_1194;D-Block, Sector 63, Noida;South Indian, North Indian, Chinese, Fast Food;150;50;3.3;7;4;30 minutes
ID_8219;Nathan Road, Mangaldas Road, Pune;Continental, Chinese, North Indian, Italian, Salad, Finger Food;550;50;3.8;163;77;30 minutes
ID_3691;Tiretti, Kolkata;North Indian;100;50;3.3;27;5;30 minutes
ID_5513;D-Block, Sector 63, Noida;North Indian, South Indian, Chinese;200;50;3.4;19;4;30 minutes
ID_3740;Rmz Centennial, I Gate, Whitefield;Mughlai, North Indian, Biryani, Afghan;550;350;4.0;3324;2146;65 minutes
ID_5394;Delhi High Court, India Gate;Chinese, Thai;400;50;4.1;196;90;30 minutes
ID_3371;Noorkhan Bazaar, Malakpet, Hyderabad;North Indian, Chinese, Mughlai;200;50;3.2;10;1;30 minutes
ID_6322;Moulali, Kolkata;North Indian;200;50;3.7;624;320;30 minutes
ID_3035;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, North Indian;200;50;3.7;208;124;30 minutes
ID_2505;MG Road, Pune;Fast Food, Street Food, Beverages;100;50;3.9;81;43;30 minutes
ID_4922;Dockyard Road, Mumbai CST Area;Chinese, Fast Food, Rolls;150;50;4.0;168;72;30 minutes
ID_3235;Delhi Cantt.;Continental, North Indian;200;50;-;-;-;30 minutes
ID_3080;Sector 1, Noida;Chinese, North Indian;250;50;3.2;11;1;30 minutes
ID_7450;FTI College, Law College Road, Pune;Cafe, Continental, Mediterranean, Desserts;500;50;3.9;194;107;30 minutes
ID_804;Mico Layout, Stage 2, BTM Layout,Bangalore;American, Sandwich, Burger;250;50;3.7;105;66;30 minutes
ID_907;Delhi University-GTB Nagar;Biryani;150;0;-;-;-;30 minutes
ID_3779;Moulali, Kolkata;Beverages, Juices, Fast Food;100;50;3.6;31;15;30 minutes
ID_3374;Chatta Bazaar, Malakpet, Hyderabad;North Indian;200;50;3.2;11;3;30 minutes
ID_8482;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Beverages;150;50;3.6;34;30;30 minutes
ID_5731;Delhi Administration Flats, Timarpur;Pizza;150;50;3.8;148;41;45 minutes
ID_2769;FTI College, Law College Road, Pune;Salad, Continental, Fast Food, Italian, Pizza;300;50;4.1;423;245;45 minutes
ID_4136;Mico Layout, Stage 2, BTM Layout,Bangalore;Cafe, Continental, Sandwich, Beverages;350;99;4.2;2052;1073;65 minutes
ID_1046;Majestic;South Indian;50;50;4.2;235;86;30 minutes
ID_2155;Sector 1, Noida;Fast Food, Street Food;200;50;3.3;15;3;30 minutes
ID_636;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;3.7;60;8;45 minutes
ID_556;Dockyard Road, Mumbai CST Area;North Indian;250;50;4.1;956;431;30 minutes
ID_8138;Nathan Road, Mangaldas Road, Pune;North Indian, Asian, Italian;500;50;4.2;348;215;30 minutes
ID_5716;Delhi University-GTB Nagar;Pizza, Fast Food;200;50;3.6;43;14;30 minutes
ID_5953;D-Block, Sector 63, Noida;Fast Food, Desserts;200;50;3.3;11;7;30 minutes
ID_619;Delhi Administration Flats, Timarpur;North Indian, Fast Food;100;50;3.3;10;1;30 minutes
ID_4813;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese, Momos;150;50;3.6;43;31;30 minutes
ID_4047;Hyderabad Public School, Begumpet;Beverages, Fast Food, Ice Cream;150;50;4.0;37;10;30 minutes
ID_5554;Jaya Nagar, Saidabad, Hyderabad;North Indian;100;99;3.5;266;25;65 minutes
ID_7575;Mumbai Central;Cafe, Desserts, Beverages;200;50;3.9;80;59;45 minutes
ID_1893;Tiretti, Kolkata;Desserts, Bakery, Fast Food;100;50;3.5;73;14;45 minutes
ID_2733;Sandhurst Road, Mumbai CST Area;American, Italian, Beverages;300;50;-;-;-;30 minutes
ID_1157;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Burger;200;99;3.3;15;9;65 minutes
ID_5004;Sandhurst Road, Mumbai CST Area;Frozen Yogurt, Desserts;150;50;3.7;16;10;30 minutes
ID_7064;Noorkhan Bazaar, Malakpet, Hyderabad;South Indian, North Indian;100;50;3.3;12;1;45 minutes
ID_4452;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Mughlai, Biryani;200;50;4.1;157;24;45 minutes
ID_3268;Rmz Centennial, I Gate, Whitefield;Sandwich, Wraps, Beverages;150;50;3.3;37;19;30 minutes
ID_5729;Sector 63A,Gurgaon;Pizza, Fast Food, Chinese;200;0;-;-;-;30 minutes
ID_1686;Sandhurst Road, Mumbai CST Area;Chinese, Thai, Seafood;200;99;3.6;194;51;65 minutes
ID_5199;Rmz Centennial, I Gate, Whitefield;Mithai;150;50;3.7;12;3;45 minutes
ID_8278;Babarpur, New Delhi, Delhi;South Indian, Chinese;150;50;3.3;24;6;30 minutes
ID_2337;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Fast Food;100;50;3.6;19;7;30 minutes
ID_329;Delhi High Court, India Gate;Cafe, Italian, Pizza, Salad;500;50;3.9;1136;508;65 minutes
ID_2542;Delhi High Court, India Gate;Mexican, Italian;200;50;4.0;81;53;65 minutes
ID_8032;Mico Layout, Stage 2, BTM Layout,Bangalore;Desserts, Beverages;200;50;3.8;52;27;30 minutes
ID_4139;Mico Layout, Stage 2, BTM Layout,Bangalore;Desserts, Ice Cream, Beverages, Sandwich;200;50;3.9;73;47;30 minutes
ID_6360;Sector 14, Noida;Street Food;100;50;3.7;83;21;30 minutes
ID_1505;Babarpur, New Delhi, Delhi;North Indian;150;50;3.5;36;5;45 minutes
ID_6721;Delhi Administration Flats, Timarpur;North Indian;150;50;NEW;-;-;30 minutes
ID_506;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese;100;50;3.4;16;11;30 minutes
ID_6373;Tejas Nagar Colony, Wadala West, Mumbai;Maharashtrian;100;50;-;-;-;30 minutes
ID_900;Mico Layout, Stage 2, BTM Layout,Bangalore;Biryani, Chinese;150;50;NEW;-;-;30 minutes
ID_1344;Sector 1, Noida;Bakery;100;50;3.3;10;6;30 minutes
ID_2041;Nathan Road, Mangaldas Road, Pune;Italian, Pizza, Salad, Healthy Food, Mexican, Cafe, Desserts, Continental;650;50;4.4;3248;1603;45 minutes
ID_5605;Raja Bazar, Kolkata;North Indian, South Indian, Continental;400;99;4.3;1028;728;65 minutes
ID_5130;Chandni Chowk, Kolkata;Mishti, South Indian, Street Food;100;50;3.4;19;-;30 minutes
ID_5;D-Block, Sector 63, Noida;Rolls, Lebanese;250;50;3.4;9;9;30 minutes
ID_2950;Sector 1, Noida;Chinese, North Indian;150;50;3.6;77;33;45 minutes
ID_847;Musi Nagar, Malakpet, Hyderabad;North Indian, Street Food, South Indian, Mithai;300;50;3.9;374;128;45 minutes
ID_7184;Mumbai Central;Fast Food, Healthy Food, Sandwich, Salad;200;50;3.6;287;78;65 minutes
ID_6924;Mico Layout, Stage 2, BTM Layout,Bangalore;Desserts, Cafe, Beverages;400;50;4.4;159;96;30 minutes
ID_8314;Babarpur, New Delhi, Delhi;North Indian;100;50;3.2;7;2;30 minutes
ID_4882;FTI College, Law College Road, Pune;Chinese;150;50;-;-;-;30 minutes
ID_5581;Delhi Cantt.;Fast Food;200;99;4.1;380;158;45 minutes
ID_5833;Sector 14, Noida;North Indian, Chinese;100;50;3.6;76;20;30 minutes
ID_6618;Delhi High Court, India Gate;Beverages, Fast Food, Ice Cream;150;50;4.0;1597;887;45 minutes
ID_2946;Moulali, Kolkata;Street Food, Chinese, North Indian, Fast Food;200;50;3.8;262;143;45 minutes
ID_7071;Sector 1, Noida;North Indian;100;50;NEW;-;-;30 minutes
ID_1883;Delhi High Court, India Gate;Cafe, Healthy Food, Beverages;300;50;3.9;503;323;45 minutes
ID_3156;Sector 63A,Gurgaon;Fast Food, Chinese;200;50;3.3;9;3;30 minutes
ID_7820;Mico Layout, Stage 2, BTM Layout,Bangalore;Andhra, Biryani, Chinese;200;50;3.7;38;14;30 minutes
ID_1109;Delhi Administration Flats, Timarpur;Chinese;100;50;3.0;5;1;30 minutes
ID_7416;MG Road, Pune;Fast Food;100;50;-;-;-;30 minutes
ID_1140;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;American, Fast Food;200;50;3.8;130;25;30 minutes
ID_3880;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Odia;150;50;4.1;338;102;30 minutes
ID_2008;Nathan Road, Mangaldas Road, Pune;Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages;200;50;3.9;155;59;30 minutes
ID_1368;Nathan Road, Mangaldas Road, Pune;Bakery;200;50;4.2;242;94;80 minutes
ID_1318;Delhi Cantt.;Cafe, Pizza, North Indian;250;50;3.8;639;402;65 minutes
ID_2342;Rmz Centennial, I Gate, Whitefield;Chinese, Momos;200;50;3.0;15;9;30 minutes
ID_3962;Pune University;South Indian, Kerala, Seafood;200;50;3.9;298;169;45 minutes
ID_652;Sector 1, Noida;South Indian;100;50;3.0;153;61;45 minutes
ID_2573;Mico Layout, Stage 2, BTM Layout,Bangalore;Bakery, Desserts;150;50;4.0;44;32;30 minutes
ID_8078;Delhi Administration Flats, Timarpur;Fast Food, Momos, North Indian;150;50;4.0;260;156;30 minutes
ID_1940;D-Block, Sector 63, Noida;Bakery;100;99;3.4;15;3;45 minutes
ID_456;Delhi Cantt.;North Indian;100;50;-;-;-;30 minutes
ID_7302;FTI College, Law College Road, Pune;Finger Food, Continental, Italian;700;50;4.3;1105;630;45 minutes
ID_7362;D-Block, Sector 63, Noida;North Indian;200;99;2.5;61;8;45 minutes
ID_4941;Nathan Road, Mangaldas Road, Pune;Biryani;150;50;-;-;-;30 minutes
ID_8308;Panjetan Colony, Malakpet, Hyderabad;Fast Food;100;50;-;-;-;30 minutes
ID_1668;Babarpur, New Delhi, Delhi;Desserts;100;50;-;-;-;30 minutes
ID_7439;Sandhurst Road, Mumbai CST Area;Fast Food, Mughlai, Chinese;250;50;3.0;5;-;30 minutes
ID_7351;Nathan Road, Mangaldas Road, Pune;Fast Food, North Indian;200;50;NEW;-;-;30 minutes
ID_7330;Delhi University-GTB Nagar;Fast Food, Rolls;100;50;3.7;82;22;45 minutes
ID_5057;Nathan Road, Mangaldas Road, Pune;North Indian, Street Food;200;99;3.8;582;256;45 minutes
ID_7044;D-Block, Sector 63, Noida;North Indian, Chinese, BBQ;800;50;4.4;1166;889;45 minutes
ID_5746;Sector 14, Noida;Italian, Pizza, Salad;800;50;4.4;3315;2084;45 minutes
ID_8637;Sandhurst Road, Mumbai CST Area;Biryani, Kebab, Mughlai;200;50;3.9;86;40;45 minutes
ID_5571;Musi Nagar, Malakpet, Hyderabad;North Indian, Mughlai, Lebanese;150;50;3.4;190;10;30 minutes
ID_8031;Nathan Road, Mangaldas Road, Pune;North Indian;100;99;3.5;18;4;30 minutes
ID_5111;Sector 14, Noida;Biryani, North Indian, Mughlai, Kebab, Rolls;300;50;3.6;19;8;30 minutes
ID_3179;Tiretti, Kolkata;Fast Food, North Indian, Mishti;100;50;4.1;272;55;45 minutes
ID_6655;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese;200;50;3.3;11;1;30 minutes
ID_4654;Sector 14, Noida;Burger, Fast Food;200;50;4.0;401;137;45 minutes
ID_1191;FTI College, Law College Road, Pune;Cafe, Italian;350;50;4.6;187;127;30 minutes
ID_8653;FTI College, Law College Road, Pune;Fast Food, Chinese;200;50;3.7;255;94;45 minutes
ID_581;Delhi Administration Flats, Timarpur;North Indian, Street Food, Chinese;150;50;3.8;287;68;45 minutes
ID_8208;Delhi University-GTB Nagar;Fast Food;100;50;3.5;51;13;45 minutes
ID_7537;Delhi Cantt.;Chinese, North Indian;250;0;3.6;89;67;30 minutes
ID_3642;Sector 3, Marathalli;Pizza, Fast Food;200;50;2.9;17;11;30 minutes
ID_34;FTI College, Law College Road, Pune;Fast Food, Burger;200;99;4.0;966;148;45 minutes
ID_2929;Nathan Road, Mangaldas Road, Pune;Biryani, North Indian, Mughlai;200;50;2.9;6;4;30 minutes
ID_2922;Moulali, Kolkata;Bakery, Desserts;200;50;4.1;398;223;65 minutes
ID_960;MG Road, Pune;Fast Food, Beverages;200;50;-;-;-;30 minutes
ID_3624;Delhi Administration Flats, Timarpur;Cafe, Fast Food;200;50;-;-;-;30 minutes
ID_8540;Babarpur, New Delhi, Delhi;North Indian, Chinese;150;50;3.3;10;4;30 minutes
ID_8005;Sector 1, Noida;Healthy Food, Fast Food, Salad;300;50;3.1;21;10;30 minutes
ID_1620;Sector 1, Noida;South Indian;200;50;3.5;31;14;30 minutes
ID_3171;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Fast Food;100;50;3.7;38;5;30 minutes
ID_1639;Tiretti, Kolkata;Fast Food, American;150;50;3.5;101;53;45 minutes
ID_7995;Sector 14, Noida;Chinese;100;50;3.7;181;122;30 minutes
ID_2856;Mico Layout, Stage 2, BTM Layout,Bangalore;Chinese, Momos, Asian;250;50;3.9;62;34;30 minutes
ID_1695;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian, Chinese, Rolls;150;50;3.6;53;5;45 minutes
ID_8029;Sector 1, Noida;Ice Cream, Fast Food;150;50;3.2;9;3;30 minutes
ID_5711;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Pizza, Fast Food, Chinese, Sandwich, Rolls, Burger;200;50;-;-;-;45 minutes
ID_7157;Sector 3, Marathalli;Desserts, Ice Cream;150;50;4.1;303;92;30 minutes
ID_312;Delhi High Court, India Gate;Street Food, Beverages;100;50;3.4;16;4;30 minutes
ID_3605;Mico Layout, Stage 2, BTM Layout,Bangalore;Burger;150;50;3.3;12;10;30 minutes
ID_456;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;North Indian;200;50;3.7;111;14;30 minutes
ID_5454;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;150;50;3.8;19;11;30 minutes
ID_1610;Sector 14, Noida;Fast Food, Continental, Pizza, Beverages;150;50;3.8;66;40;65 minutes
ID_4412;Musi Nagar, Malakpet, Hyderabad;South Indian;50;50;3.6;41;9;45 minutes
ID_759;D-Block, Sector 63, Noida;Beverages;100;50;NEW;-;-;30 minutes
ID_3075;Moulali, Kolkata;Mishti, Street Food;150;50;4.0;561;158;45 minutes
ID_6706;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, Beverages;200;50;3.3;17;12;30 minutes
ID_7654;Sector 1, Noida;Cafe;300;50;3.5;67;36;30 minutes
ID_1559;MG Road, Pune;Fast Food;100;99;-;-;-;30 minutes
ID_3412;Mumbai Central;North Indian, Chinese, Mughlai;200;50;3.8;278;124;30 minutes
ID_4252;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Ice Cream;100;50;4.0;46;14;30 minutes
ID_7804;Majestic;Juices, Sandwich, Burger, Beverages, Continental;100;50;2.9;8;6;30 minutes
ID_5285;Dockyard Road, Mumbai CST Area;Mughlai, North Indian;200;50;4.0;1408;851;45 minutes
ID_1493;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Fast Food, Street Food;100;50;NEW;-;-;30 minutes
ID_4879;Nathan Road, Mangaldas Road, Pune;Fast Food;150;50;3.2;12;6;30 minutes
ID_4625;Nathan Road, Mangaldas Road, Pune;Fast Food, North Eastern, Momos;100;50;2.9;6;6;30 minutes
ID_4583;Delhi High Court, India Gate;North Indian;100;50;-;-;-;30 minutes
ID_4758;Delhi Cantt.;North Indian;250;50;3.0;14;3;65 minutes
ID_5664;Dockyard Road, Mumbai CST Area;Chinese, North Indian;150;50;3.9;255;47;45 minutes
ID_7034;Sector 3, Marathalli;North Indian, Chinese, Biryani;200;99;3.0;92;30;45 minutes
ID_2223;Sector 63A,Gurgaon;Pizza, Italian, Mexican;200;50;NEW;-;-;30 minutes
ID_3412;Dockyard Road, Mumbai CST Area;North Indian, Chinese, Mughlai;200;50;3.8;278;124;30 minutes
ID_1156;Rmz Centennial, I Gate, Whitefield;Burger, Fast Food, Desserts, Beverages;150;50;2.9;5;3;30 minutes
ID_4207;Majestic;Desserts;200;50;4.0;37;14;30 minutes
ID_174;Delhi Cantt.;Cafe, Fast Food, Chinese, Beverages;200;50;3.4;17;7;30 minutes
ID_8579;Sector 14, Noida;South Indian;100;50;3.8;67;17;30 minutes
ID_3463;Delhi University-GTB Nagar;Fast Food, Ice Cream;200;50;3.6;54;38;45 minutes
ID_7888;Delhi University-GTB Nagar;Bakery, Pizza, Beverages;150;50;3.9;66;47;30 minutes
ID_2503;D-Block, Sector 63, Noida;Fast Food, Sandwich, Burger, Beverages;200;50;3.6;47;18;30 minutes
ID_269;BTM Layout 1, Electronic City;Mughlai, Biryani, Kebab, North Indian;200;50;3.7;374;117;30 minutes
ID_7585;Raja Bazar, Kolkata;Italian, Continental;1,2;50;4.0;655;358;30 minutes
ID_7330;Delhi Administration Flats, Timarpur;Fast Food, Rolls;100;50;3.7;82;22;45 minutes
ID_1383;Majestic;Mexican, Fast Food, Healthy Food;200;50;4.1;84;42;30 minutes
ID_4131;Delhi High Court, India Gate;North Indian, Mughlai, Kebab, Rolls;300;50;3.9;156;89;45 minutes
ID_948;Sector 14, Noida;Continental, Chinese;200;50;4.1;1952;1135;30 minutes
ID_8018;Mico Layout, Stage 2, BTM Layout,Bangalore;Cafe, Continental, Mexican;350;50;4.1;342;180;30 minutes
ID_5833;Sector 1, Noida;North Indian, Chinese;100;50;3.6;76;20;30 minutes
ID_6942;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chinese;100;50;NEW;-;-;30 minutes
ID_4434;Mico Layout, Stage 2, BTM Layout,Bangalore;Bengali, Chinese;200;50;3.9;68;33;30 minutes
ID_3472;Sector 14, Noida;Biryani, Mughlai, North Indian;100;50;3.5;39;17;30 minutes
ID_4588;Dockyard Road, Mumbai CST Area;Street Food;150;50;3.9;335;143;30 minutes
ID_499;Pune University;Ice Cream, Desserts;100;50;3.9;62;10;45 minutes
ID_6454;D-Block, Sector 63, Noida;Rolls, North Indian;100;50;NEW;-;-;45 minutes
ID_6801;Delhi Administration Flats, Timarpur;North Indian;150;50;3.4;16;2;30 minutes
ID_6517;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Biryani, Fast Food;150;50;3.1;5;3;30 minutes
ID_4412;Chatta Bazaar, Malakpet, Hyderabad;South Indian;50;50;3.6;41;9;45 minutes
ID_6725;Mumbai Central;Korean, Chinese, Japanese, Vietnamese, Asian, Thai;850;50;4.0;1911;761;45 minutes
ID_2090;Delhi High Court, India Gate;North Indian, Chinese, Healthy Food;200;50;3.5;24;3;30 minutes
ID_5399;FTI College, Law College Road, Pune;Fast Food, North Indian, Beverages;150;50;3.8;284;121;45 minutes
ID_8452;Mico Layout, Stage 2, BTM Layout,Bangalore;Cafe, Italian, Fast Food;350;50;4.0;168;49;30 minutes
ID_7692;Delhi High Court, India Gate;North Indian, Chinese, Continental, Thai, Momos;350;50;3.6;51;26;30 minutes
ID_4358;Majestic;Cafe, Beverages;250;99;3.8;61;24;45 minutes
ID_2611;Mico Layout, Stage 2, BTM Layout,Bangalore;Continental, Italian, Beverages;650;50;4.5;375;266;30 minutes
ID_8335;Chatta Bazaar, Malakpet, Hyderabad;Street Food, Biryani, North Indian, Chinese;100;99;3.7;1033;39;45 minutes
ID_5145;D-Block, Sector 63, Noida;Chinese, Rolls;150;50;NEW;-;-;30 minutes
ID_6358;Nathan Road, Mangaldas Road, Pune;North Indian, South Indian, Chinese;250;50;3.7;92;62;30 minutes
ID_11;MG Road, Pune;North Indian, Mughlai, Salad;900;50;4.2;1882;848;30 minutes
ID_2058;Delhi University-GTB Nagar;North Indian;150;50;3.7;113;63;65 minutes
ID_2544;Rmz Centennial, I Gate, Whitefield;Biryani, Awadhi, Beverages, Desserts;150;50;NEW;-;-;30 minutes
ID_5080;Delhi Administration Flats, Timarpur;North Indian, Chinese;150;0;3.0;6;-;30 minutes
ID_39;D-Block, Sector 63, Noida;Cafe, Chinese;200;50;NEW;-;-;30 minutes
ID_4874;MG Road, Pune;Street Food;100;50;3.5;13;8;30 minutes
ID_453;Delhi University-GTB Nagar;North Indian, Mughlai;200;50;3.8;27;9;30 minutes
ID_968;Delhi University-GTB Nagar;North Indian, Asian;200;50;NEW;-;-;30 minutes
ID_7503;Majestic;Ice Cream, Desserts;100;50;3.5;72;27;30 minutes
ID_1837;Delhi Administration Flats, Timarpur;Fast Food;200;50;3.3;64;22;45 minutes
ID_984;Majestic;Mithai;150;50;-;-;-;30 minutes
ID_1834;Pune University;Bakery, Cafe, Desserts;100;50;4.0;231;123;45 minutes
ID_40;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Continental, Beverages, Healthy Food;200;50;3.2;5;2;30 minutes
ID_4711;D-Block, Sector 63, Noida;Street Food;100;50;3.1;5;-;30 minutes
ID_3812;Rmz Centennial, I Gate, Whitefield;Lebanese;150;50;3.8;211;68;30 minutes
ID_3374;Noorkhan Bazaar, Malakpet, Hyderabad;North Indian;200;50;3.2;11;3;30 minutes
ID_305;Raja Bazar, Kolkata;North Indian, South Indian;200;50;3.8;275;38;65 minutes
ID_8639;Delhi University-GTB Nagar;Biryani, Mughlai;300;50;3.4;90;54;30 minutes
ID_1042;Pune University;Salad, North Indian, Biryani, Desserts, Beverages, Wraps;200;50;4.2;343;97;30 minutes
ID_5310;Delhi High Court, India Gate;Asian, Japanese, Chinese, Malaysian, Thai, Sushi;350;50;4.3;226;128;65 minutes
ID_2123;Babarpur, New Delhi, Delhi;Ice Cream, Beverages;100;50;3.1;7;2;30 minutes
ID_721;D-Block, Sector 63, Noida;Biryani, Rolls, North Indian;200;50;3.2;7;4;30 minutes
ID_1719;D-Block, Sector 63, Noida;Chinese;150;50;NEW;-;-;30 minutes
ID_1011;Sandhurst Road, Mumbai CST Area;Cafe, American, Desserts, Sandwich, European, Asian;300;50;4.3;511;276;30 minutes
ID_555;Babarpur, New Delhi, Delhi;Cafe, Italian;200;50;3.7;50;23;30 minutes
ID_8434;Rmz Centennial, I Gate, Whitefield;Chinese;300;99;2.9;393;191;65 minutes
ID_6512;Delhi Administration Flats, Timarpur;North Indian, Chinese, South Indian, Beverages;250;50;NEW;-;-;30 minutes
ID_5391;Nathan Road, Mangaldas Road, Pune;South Indian, North Indian;200;50;4.3;304;147;30 minutes
ID_498;Sector 3, Marathalli;Desserts, Ice Cream, Beverages;150;50;4.1;60;44;45 minutes
ID_1101;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Bubble Tea, Desserts;150;50;3.9;60;31;30 minutes
ID_4128;Mico Layout, Stage 2, BTM Layout,Bangalore;Bengali, Seafood, Beverages, Fast Food;250;50;3.6;12;3;45 minutes
ID_4487;Mico Layout, Stage 2, BTM Layout,Bangalore;Fast Food;100;50;3.2;12;4;30 minutes
ID_2449;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Mughlai, South Indian, Chinese;200;99;4.3;5572;3753;65 minutes
ID_3190;Dockyard Road, Mumbai CST Area;Fast Food;100;50;-;-;-;30 minutes
ID_6897;Mico Layout, Stage 2, BTM Layout,Bangalore;Street Food;50;50;3.9;134;47;30 minutes
ID_6306;Sector 1, Noida;North Indian;100;50;-;-;-;30 minutes
ID_5945;Sector 1, Noida;Chinese, North Indian, Fast Food, Momos;450;99;4.1;2664;1356;30 minutes
ID_3836;Majestic;North Indian, Chinese, Mughlai;300;50;3.9;224;86;45 minutes
ID_6900;D-Block, Sector 63, Noida;Pizza, Bakery;200;50;3.8;250;138;45 minutes
ID_8096;Mumbai Central;Paan;50;50;3.3;16;7;30 minutes
ID_7953;Babarpur, New Delhi, Delhi;Bakery;100;50;-;-;-;30 minutes
ID_1772;Babarpur, New Delhi, Delhi;North Indian, Mughlai, Chinese;250;50;3.8;70;60;30 minutes
ID_4769;Pune University;Mithai, Street Food;200;50;3.7;197;104;45 minutes
ID_4299;MG Road, Pune;Bakery, Desserts;150;50;3.0;20;5;30 minutes
ID_6520;Sandhurst Road, Mumbai CST Area;North Indian, Continental, Chinese;400;50;3.8;733;222;30 minutes
ID_3159;Delhi High Court, India Gate;North Indian;150;50;-;-;-;30 minutes
ID_2402;Mumbai Central;Healthy Food, North Indian, Biryani, Continental, Beverages;200;50;3.8;-;-;30 minutes
ID_7829;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Bihari, Healthy Food;200;50;3.5;13;7;30 minutes
ID_4668;Sector 3, Marathalli;Fast Food, Burger, Biryani;200;50;3.6;23;10;30 minutes
ID_1942;MG Road, Pune;Fast Food;150;50;3.5;16;13;30 minutes
ID_4562;Sector 1, Noida;Chinese;250;50;-;-;-;30 minutes
ID_6931;Mumbai Central;Fast Food;100;50;NEW;-;-;30 minutes
ID_5139;Pune University;North Indian, Chinese, South Indian, Fast Food;300;50;3.4;16;5;30 minutes
ID_3598;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese, Seafood;250;50;3.1;305;82;45 minutes
ID_5143;Gora Bazar, Rajbari, North Dumdum, Kolkata;Mithai;150;50;NEW;-;-;30 minutes
ID_432;Sector 1, Noida;North Indian, Chinese;200;50;2.9;66;16;65 minutes
ID_7530;Mumbai Central;Bakery, Desserts, Fast Food;200;50;3.8;144;64;45 minutes
ID_5323;Delhi University-GTB Nagar;Fast Food, Bakery;200;50;4.2;133;72;65 minutes
ID_3431;Mumbai Central;Desserts;150;50;-;-;-;30 minutes
ID_1614;D-Block, Sector 63, Noida;North Indian;100;50;3.4;19;6;30 minutes
ID_6621;Sector 63A,Gurgaon;Beverages, Fast Food;100;50;3.1;4;2;30 minutes
ID_4502;FTI College, Law College Road, Pune;Street Food;50;50;4.0;99;32;30 minutes
ID_7184;Sector 14, Noida;Wraps, Healthy Food, Sandwich, Salad;150;50;4.0;568;135;65 minutes
ID_7038;Sector 1, Noida;North Indian, Chinese;200;99;2.6;161;20;65 minutes
ID_8;D-Block, Sector 63, Noida;Desserts, Beverages, Fast Food;250;50;4.1;360;194;30 minutes
ID_3709;Musi Nagar, Malakpet, Hyderabad;Mithai, Street Food;150;0;3.7;49;12;30 minutes
ID_5765;Delhi Administration Flats, Timarpur;North Indian, Fast Food, Beverages;200;50;3.4;22;3;30 minutes
ID_3973;Dockyard Road, Mumbai CST Area;Lebanese, Fast Food;150;50;3.0;9;5;30 minutes
ID_2114;Delhi High Court, India Gate;North Indian, Chinese;200;50;3.6;337;75;45 minutes
ID_5418;Sector 1, Noida;Fast Food, Chinese;100;50;3.5;33;2;30 minutes
ID_4024;FTI College, Law College Road, Pune;Street Food, Maharashtrian;200;50;3.4;8;1;30 minutes
ID_1375;Sector 1, Noida;Bakery, Desserts;100;50;2.7;56;34;120 minutes
ID_8375;FTI College, Law College Road, Pune;North Indian, Chinese;200;50;-;-;-;30 minutes
ID_6547;Dockyard Road, Mumbai CST Area;Rolls, Fast Food;150;50;3.7;174;58;45 minutes
ID_7550;Delhi University-GTB Nagar;Fast Food;150;50;3.9;220;143;65 minutes
ID_5373;D-Block, Sector 63, Noida;North Indian;100;50;3.0;6;-;30 minutes
